model,golden
I am good thank you how can I help you today?,What are you doing?
That's nice!,oh nice
I am just chilling at home,tell about you?
"wow that is great,",wow good job..
what is your hobby ?,anything else?
"okay, don't worry you will find your soul mate soon.","oh, do you most like that"
"okay, have fun with your life","you hate anything don't doing, this is your life, so make it perfect"
what happened?,"don't think, you are good person"
"I am doing well today thank you for asking! How about yourself? 

I'm here to help if there is anything on your mind that needs to be discussed.","I am doing great, how about you?"
Of course! What would like to discuss?,"Of course you can, tell me about it :)"
That is quite scary! What makes you think this might happen?,Why so?
That is understandable. It takes time and effort to stay motivated. Have you tried any techniques for getting yourself motivated?,"Hey I've been there too, but it really helped me meditating and going out with nature to clear my mind of things. You should try it!"
"Well, mostly just the present moment and what I need to accomplish in life. It helps me stay focused on my goals :D","Nothing special, just sit in my room in silence. Listen to tutorials on youtube to meditate"
Yeah sometimes we tend to think more than what is necessary. But if you want to make sure your thoughts don't wander off then you could use some music or even play games while meditating :D,"That's part of meditation! I too worry while meditating, but when i'm listening to the videos and following instructions all those worries go away :) If that doesn't help you, you can go out in nature to clear your mind off things. Being in the wild really motivates me to continue."
Yes definitely! It helps me focus more on what needs to be done instead of thinking about other things. And yes it does help with concentration as well :D,Meditating absolutely does since the whole point is to clear your mind off things and concentrate on the task ahead. And the wild? that's whole other experience because you either concentrate on things or you get mesmerized by nature :)
Yes please do! It helps a lot :D,Please do! You can try it with friends or alone. With friends can be a more fun experience while alone can be more spiritual or calming
Great! Thankyou for sharing this with me today :D Have an awesome day!,
"Sorry to hear that, it can be very stressful when you lose your job especially if you have dependents or other financial obligations. Have you considered reaching out for help from friends?",I'm sorry to hear you lost your job and have worries about paying the bills.
What do you think would help ease that stress?,That is hard having so much pressure but I think you will be able to soon get employed again.
It can take time finding a good position that pays well enough to cover all of your expenses.,It sounds like you are trying really hard and that is worthy of praise.
I understand how you feel because when I was laid off from work in December I felt very anxious as well.,Sometimes deep breaths help people calm down. Have you tried that at all?
Yes! Deep breathing can definitely help with anxiety. Try taking some slow deep breathes in through your nose and out through your mouth.,That can sometimes help you to regain your focus and be able to do more for yourself.
Is there anything else I could assist with today?,"Also, job counselors may help at employment agencies to match you with potential employers. Have you tried any?"
Yes! They might also give you some advice on how to prepare resumes or cover letters.,I sought out help from a recruiter online who helped me to find a job as well. Have you heard of that option or tried it?
"Yes, they could definitely help you by doing some research on jobs available and what companies need employees right now. They also know how to write resumes and cover letters which would make them very useful to you.","Yes, I see that you seemed to be more relieved finding out these options. Would you say these suggestions have been helpful?"
Great! I hope this has been very beneficial for you today. If there is anything else we could talk about please let us know.,"From what I've seen, people who can use some of these strategies like deep breathing and counseling they have felt some relief and could move forward better toward their goals."
Your welcome! I hope everything works out for you. If there is anything else I can assist you with please don't hesitate to ask.,You are welcome. Can I help you with anything else?
No problem! Take care! Bye bye!,
"I am sorry to hear that you have been through this difficult time, but please know that it is not the end of your life and there will be better days ahead for you. 

I understand how hard it can be when someone breaks up with us because we feel like our whole world has come crashing down on top of us. But remember that they were never","Hello there, how are you?"
Sorry to hear that! Is this the first time he has broken your heart or have they been together for quite some time now?,Your relationship has ended? I am very sorry about that. And your boyfriend ended it?
That is really hurtful to hear from someone who supposedly loves you. It sounds like he doesn't love you anymore or maybe never did.,I have been in this position myself and I know how painful it is but it turned out for the best for me - I now have a great relationship!
"That's understandable, trust me. But try to focus on what makes you happy instead of dwelling on negative feelings.",Noone has the right to put you down like that. You really are better off without him.
That doesn't matter. If he didn't treat you well then he isn't worthy of being with someone as lovely as yourself.,Can you think of something to do that will take your mind off him?
I could go shopping or get some exercise. Maybe call my mom. She always knows what to say.,He should not be treating you that way when you've known one another so long!
No don't bother calling him. It would only make things worse.,I think that you should call one of your girlfriends and suggest you have a movie night. It would make you feel better
"Oh no, that must hurt even more. Do you want to talk to someone else or maybe go shopping?",Oh that is rough. That happened to me too when I broke up with my ex.
I just tried to focus on other things such as work or hobbies etc.,They all took his side? Not one took yours?
Not one!,I tried to find some new interests. One thing I did was take a salsa class .. that was a great way to meet new people
Do you play any sports or anything?,There are lots of other things you could do. Maybe you could take an evening class in something that interests you?
I understand. Just try to focus on yourself right now. Doing things that interest YOU will help distract from him.,I think also you need to think a bit more highly of yourself and not let idiots like this treat you so badly
Don't say that. You don't deserve anything bad happening to you.,he seems to have damaged your self esteem badly
Do you want to talk any further or end our conversation here?,No you did not! Please don't think like that
I understand completely. I used to throw pots around whenever I got angry.,I think that that is a normal reaction to feeling ill treated. I hope that it will pass soon and am sure that it will.
Have you thought of talking to someone on line who does counseling?,I think you really need to take it one day at a time. Things are very raw for you right now
Have you considered going on line to talk to someone who understands?,"And yet here we are :P. Therapy can be surprisingly beneficial, I have found."
Just try to talk to someone who you trust or someone you admire.,I think that is useful to remember that we are all human and that most people have been hurt in this way at some point. No-one will be judging you
I understand why you say that but please try to keep faith in others. People are generally kinder than you imagine,Do you think that this might partly because your ex has eroded your self esteem?
I think that you need to try and forget these names as quickly as possible. Try to focus on positive things instead.,The important thing is to gradually rebuild your self esteem. Do you have any things that you excel at?
Those sound like excellent hobbies. Try them as often as possible.,Animals are a wonderful source of comfort when we are feeling very low! Could you join a riding club to make some new friends?
I am glad that I could help. Take care,I can feel that you are starting to make progress already and are thinking of things that you can do post break up
Thank YOU for being honest enough to share your feelings with us today. Take care,You are most welcome. Is there anything else you would like to talk to me about?
Ok then thankyou for chatting today. Have a nice rest of your weekend,"Well, I wish you all the very best for the future. I know that things seem terrible right now but please believe me they will get better"
Thankyou :) Bye,And you have a lovely day too. I know that you are going to be just fine in a few weeks from now. Stay strong!
What do you think is causing your depression?,How are you doing today? Do have anything on your mind?
What is it that makes you feel so sad and helpless?,It sounds like social isolation is really weighing on you...
That's completely understandable! Have you tried talking to friends or family about how you're feeling? Sometimes just getting things off our chest helps us feel better.,Human being are social creatures by nature so please understand that the feelings that you are having are absolutely normal. So dont judge yourself or feel as if something is wrong with YOU
I hope this conversation has helped in any way possible! If there's anything else i could assist you with then let me know!,You mentioned your friends feel the same way you do... Have you guys thought about making trying to do a zoom party?
That would be awesome! I know its hard when you cant leave your house and go hangout in person. But there are ways around it. Zoom parties could definitely make things more interesting.,I have a group of sister friends and we threw a zoom party. we scheduled it out and we decorated our own spaces and we made a spotify playlist that everyone contributed a song to and basically just had a video party. Do you think your frinds may like to try that with you?
That makes sense! We all go through things in life. Just remember that you are strong enough to get thru any situation.,Be creative! Get silly! most important have fun! this is a hard year but its still a chance to make happy memories
you too!,Im so glad that I could help you out! You have a great day too!
Sounds wonderful! Enjoy your time together!,Lovely!
Bye!,Bye friend (:
"I am sorry to hear that, it is very difficult when you lose your job and have no idea what the future holds for you. ) Have you considered looking into unemployment benefits? ) Do you know of any local organizations or charities that can help with food and shelter? ) Are there any friends or family members who could offer temporary",On no I am sorry to hear that! I know that must be tough.
"That is really scary, but you will get through this and come out stronger on the other side. Have you considered looking for new jobs?",Yea that can be difficult. Have you started looking for something else?
Well first things first let me tell you how much of an amazing person you are just by talking about this and seeking help. That is huge. Secondly it sounds like you need some time to think about your future plans. Do you want to go back into the workforce or do you want to pursue another career path? Maybe there is,You could try looking online there are a few websites that you could put a resume on and maybe find something that way
That is terrible it seems like they don't care about people anymore. Maybe you should look into local temp agencies or something of that nature. They might help you with your search.,Or you could look for some side jobs like cleaning or organizing things until you find something more permanent.
Well if it makes you feel any better I lost my job about two months ago too. It was really hard at first because we were both used to being able to pay our bills easily with just one check. But after a while it got easier and I realized how much happier I was without having such high stress levels from working all day every,Yea it seems to be hard to get up with a lot of places at this time. Persistent is the key.
That sucks. Maybe you should call your local community college see if they offer any classes on how to apply for jobs.,Yes i understand right now is a very bad time to find anything with so many places closed.
That will definitely make it harder. Maybe just talk about your feelings and see how she feels. She may also have suggestions as well.,Have you gave any thought to babysitting or are there any crafts you are good at making that maybe you could try to sell?
Yea i see your point. Maybe you should just focus on finding a new place to live then worry about other stuff later.,I understand your concern there but it could help pay some as to help you not to get to far behind until you find something.
I completely agree with you about that. Maybe you should talk to someone who works at the place you will be leaving soon. They may have some advice for you.,If i were you i would call your friend maybe she has some suggestions of things you could do based off of your skills.
yea that sounds like a plan. Maybe you should also talk to her about getting together sometime soon.,Yea and if not it wont have hurt to talk to her about it and all of the worry off your mind.
Maybe you should tell her that you need someone to talk too because you feel really down lately. She will probably appreciate having someone to talk to also.,It does not hurt to try. Maybe call her and tell her you have some things on your mind and could use some advice from her if it is not to much of a bother.
"How can I help you today? 

I am here to listen and offer any advice that may be helpful for your situation. What is on your mind?",hi there
what is the problem?,May I ask why you are feeling frustrated?
That is very stressful and scary for everyone involved! Have you tried talking to your teachers or other students about how this has affected you?,"Oh I understand how that could make you so frustrated, that would make me frustrated too. I am waiting to hear about my school."
Well it sounds like your school has not been very clear on the situation and that can be really stressful for students. It seems like they have left everyone in limbo.,"I am sure that whatever happens, you will do well with them"
That sounds really difficult for you and your family. It must be hard on everyone right now.,"that is all the more reason to be frustrated, i commend you for having to deal with that!"
That must be very difficult for you but I think it will help in your future as you learn new ways to study and work on your own.,Have you thought about talking to a close friend or someone you trust about these stressors?
Well if your friend has not had any issues then maybe you should try some meditation techniques?,"I understand why are you are worried though, that is a lot honestly."
That sounds great! I bet your parents must be proud of you!,Do you think that your grades will go down with the switch to online?
"That makes sense, but if you stay on top of things, you should still get good grades.",I have seen that be the case for many people. Hopefully your professors will be understanding with the switch.
Is there anything else on your mind right now?,Well I really hope that everything goes well for you! You sound like you are prepared
"No problem at all, thank YOU for sharing your feelings with me today!",of course! I hope the rest of your year goes well
thank you :),Thank you!
thank you! same to you!,
"That sounds like it must be very stressful for you, but don't worry there are ways to cope with this kind of thing! 

What do you think might help? Do you have any friends or family who could offer some emotional support? Have you tried talking about your feelings with someone close to you? 

I know from personal experience","Hello. Academic work can be overwhelming at times. I am sure that with the right strategies you will overcome any obstacles, though."
That sounds like it would be very stressful! Have you tried talking to your professors about how much workload there is? They might have some suggestions on how to manage things better for next semester.,It is perfectly fine to feel stressful whenever an important assessment is coming.
Yes! Take breaks when needed. Don’t push yourself too hard. Exercise helps reduce stress as well.,Do you have an academic councelor you can talk to?
That should not make much difference in your opinion.,Well at least is something. I am sure talking to someone who might be able to guide you academically will be a significant relief.
"Yes! I think setting up your day in advance would help you prioritize what needs to get done first. Also, taking breaks throughout the day helps as well.","When I was at college, I usually aimed at 2 hours of studying everyday (+ homework) and I also aimed to have at least 2 hours of leisure time."
"I used to go for walks in between study sessions. Also, I would try to eat food which could help me focus more (e.g., nuts).","I honestly didn't eat very healthy. If you live with your parents, I think a proper nutrition is easier. I usually slept around 7 hours each night. I picked most of my classes on the afternoon, worked out in the mornings."
"I always tried to focus on the next thing. For example if I did badly on one test, I would try not to worry about it too much because there were more tests after that.",I would suggest talking to the professor or an academic advisor to explore strategies that could help you improve
"Yes, it is normal to feel sad if you don't perform as well as expected. But remember that failure is not fatal!","Of course, it is normal to feel upset. However, you should not blame yourself. No one is perfect."
Is there anything else I can assist you with today?,I am glad it does :D!
Thank YOU! Have a great day!,You are very welcome!
That is understandable! It can be very stressful when you feel like there's so much pressure on your shoulders. But it sounds like you know what needs to get done?,You're feeling nervous because you have a lot to do this month academics-wise and you're worried you won't be able to succeed. Am I correct?
It sounds like you want to get your grades higher than they currently stand. Is that right?,I know exactly how you're feeling. I felt the same way until I made myself follow a strict studying regimen which helped a lot.
That's great! If it works for you then keep going with it. Don't let anything stop you now.,"I think it's great you're taking steps to try to help yourself. With a little more focus, I think you'll be able to succeed!"
"That sounds good. Maybe if you can make sure to stay hydrated throughout the day, that will also help keep you alert and focused.","Yes, apparently caffeine helps increase focus, as long as you don't overdo it."
"Well, I make sure to set aside specific times each day where I study without any interruptions or breaks. I usually start around : AM everyday and go till about  PM. Then I take an hour break before going back to schoolwork again after lunchtime. That way, I never let anything else","Yes, I can feel your disappointment in yourself just by speaking with you."
"Well, I always make sure to set aside specific times each day where I study without any breaks or interruptions. That really helps keep me focused. Also, I take short breaks every hour or so to give my brain a rest.",of course! I find doing an hour of work at a time without looking at my phone is very valuable.
"yes, phones are definitely a huge distraction these days.","Yes, I struggl ed with focus but once I put my phone away, my focus increased a lot."
Of course! Do you want any additional tips?,Of course! Is anything else on your mind?
"Well, if there was ever a time where you needed to push through, now is definitely it. Don't give up!","yes, that sounds like a great idea. It sounds like you're really trying to help yourself grow."
I understand completely. I wish you luck!,"yes, it's true people begin to struggle with focus as they reach young adulthood."
I understand completely. I wish there were something we could do about it though...,"Yes, I would suggest taking up yoga or meditation to lessen the stress COVID has on your brain."
I understand completely.,"Yes, I'd recommend wearing a mask whenever you go out to lessen the chance of you contracting anything. At the moment, it's all we could do."
Great! I wish you luck on your exams!,that's great!
Great! I wish you luck on your future endeavours!,"that's amazing, I'm glad I could help put your mind at ease."
no problem! Have a wonderful day!,"Of course, sometimes we all just need to talk to someone."
no problem! Have a wonderful day!,of corurse!
"no problem, stay safe!","Alright, please reach out if you need to talk again! Thank you so much!"
"That is very difficult to deal with! It sounds like you need some social interaction and physical touch from loved ones right now. Have you considered video chatting or other forms of communication? Or even just going for walks outside when it's safe? 
I know that can be hard too but at least the fresh air would help your mood. Maybe try reading","That is extremely understandable. The pandemic is an event no one was prepared for, and it has cause unforseen upheavals."
What do you think would help? Have you tried meditation or other mindfulness techniques to keep your spirits high?,Are you at least able to maintain contact through text and video chats?
I have found that being able to talk about my feelings helps me cope better. Have you considered talking to someone professional? They can help you find ways of coping as well.,"Well, I make sure I continue to maintain my relationships as well as possible through the avenues I have available. It is definitely not the same, but it's what we have at the moment."
I can imagine that would be frustrating!,"That sounds very stressful, I'm sorry to hear that."
I don't know when or if it will ever end. But I think it would be good to try to find ways to cope with the situation until then.,"I definitely cannot answer that. As long as people keep valuing one another though, we will get through it."
I can imagine how difficult it must be. I hope things improve quickly!,"Of course, that's understandable."
"I think if she feels like she can trust you, then talking things out would be beneficial.",
"How can I help you today? 

I am here to listen and offer advice if needed, so please feel free to talk about anything on your mind.","Hello, how are you?"
That's tough to hear! Is there anything that is causing this stress or anxiety for you?,So things haven't been going well at school. I think a lot of people are going through these days.
That is really tough to deal with. Did you talk about it with your family or friends? They may be able to help you out and give some advice on what to do next.,I'm sorry to hear that. That's a heck of a situation to be in. Is there anything you can do? Maybe talking to the teacher about some form of extra credit? or is the final grade a lock?
Did they accept your appeal? If not then maybe try and talk with someone else who might help out.,And the teacher wouldn't budge?
"Well if you want to try again maybe you could talk to them and say ""Hey I know we talked last week and didn't come up with an answer but here is what happened""",Was this for a course that was required for a major?
Well if you don't get your degree then what will happen? Will you go back to college?,"Ok, if you're willing to give it one more shot, try to appeal the grade one more time. If that doesn't work, you could try talking the class again next semester or during the summer if it's offered."
"I understand your frustration. But sometimes we need to push ourselves out of our comfort zone. It may seem scary now, but it will pay off in the end.",I know what you mean. I failed a Calc class once and I felt so empty inside. But I pulled myself together to take it again and passed it. I think you can do it too.
"Well, I hope everything works out for you! Keep your head up!","Exactly! You've got what it takes to make it through the difficulty, and your experiences so far will help you."
 No problem. Good luck on whatever comes up next!,"You're welcome. In the meantime, have a little relaxation time to ease your mind. Thinking too much about the class would be stressful."
Sounds great! Have a nice day!,I hear relaxing music and funny movies can do the trick.
Have an awesome day!,
"I am sorry to hear that you're feeling down, how can I help? ) What is the reason for your sadness? ) Have you tried any medication or therapy before? ) Do you have anyone in mind who could be there for you during this time of need? ) Is it possible to talk about what makes",Why do you feel depressed?
"I am sorry to hear that, it is very hard when we lose someone close to us. It can be especially difficult if the relationship was long term and meaningful. Do you have any friends or family members who could talk to about your feelings?",Breakups can be really tough. How long were you with your partner?
"That's quite a while, I am sorry to hear that it ended like this. Did he end the relationship or did you?",I once had a relationship end after 5 years with a partner. Staying active really helped me get over the relationship. Through that activity I actually met my new partner!
"That's understandable, it takes time to heal from heartbreak. Have you tried talking about how you feel with friends or family members? Sometimes just getting things off your chest helps clear your mind and make you feel better.","Have you thought about doing something fun, like taking a trip somewhere?"
That's great to hear! It sounds like you two had some amazing times together. Do you think there was anything specific that caused things to go wrong between you and your partner?,"It's really difficult, but I know you can get through this! What do you like to do for fun?"
That sounds great! Maybe try going on another vacation together sometime soon?,Have you thought about fun activities you did without your partner?
That is understandable. Maybe try going out with friends or family members who also loved their partners at one point. They may help you see things from another perspective.,What about before you met her?
That is great! Maybe try some old hobbies again?,What did you do for fun before you met her?
That is definitely not going to help you move on from your current situation. Maybe try some other hobbies or interests?,I loved doing that too! Have you thought about going out and doing that with your friends now?
That is great! Thank you for talking with me today!,Good! From talking to you I can tell that you have a lot of goodness in you!
Is there anything else I can help you with today?,You are so welcome. I am so happy you are feeling better!
Love you too! Bye!,I hope you have a great day.
,Is there anything else you would like to talk about?
How is your day going?,"Hello, how are you tonight?"
I am doing well thank you for asking! What brings you here today?,I'm doing well how can I help you tonight?
That sounds like it would be very stressful and difficult situation to deal with. Have you considered talking to your supervisor or HR department at all? They may have some suggestions on what you could do to keep everyone safe while still being able to go to work.,I can see where this would be frustrating. As parents our biggest goal is to keep them safe and healthy. Have you thought about having a conversation with the people you are around to inform them you'd wish they wear a mask?
It sounds like your safety concerns are valid but it seems as though some individuals may not care or understand why you need to take precautions. Have you considered talking to someone higher up than your immediate supervisor? They might be able to give you more options on how to handle things.,I understand how you feel. Can you tell me a little more about how it makes you feel when they don't honor your requests?
I completely agree with you on all points. It sounds like there isn't an easy solution here but I think talking to your employer may be helpful as well. They might offer some accommodations or even remote working options so you aren't exposed to these situations.,I can see exactly how frustrated you are in this situation. Before I share some ideas do you have any ideas of ways to combat this issue?
"Well, maybe there are other jobs available that allow you to stay home or work from home? Or perhaps you could speak to HR department and explain the situation?",Alright. Have you talked to your boss about working in areas where you can be around people less? Or possibly going part time for now and finding a lob that puts less danger on you and your family?
I understand completely! Maybe instead of looking into another job maybe look into getting a second income source so you can pay off debts while keeping your current job.,We are going through some really tough times right now and I think that most people are very sympathetic. Especially for those who are in your shoes. Our children are our top priority and seeing them sick hurts us more than anything. How do you feel about talking to your boss about working in the office for a bit until things calm down a little?
Yes! Thank you so much for listening to me today. This helped me to gain perspective on the matter.,Another suggestion that I have is maybe you could take some paid vacation time now rather than later to get away from people for awhile. I know it may not be the most fun time to do it but then you know you're keeping safe!
"How can i help you today? 

Please let me know what is the problem that you have been facing, so that we could work together to solve it. 

I will be there for your support and guidance at any time.",I am Tom. How can I help you?
What do you mean by not doing well in your academic? Are you having problem with any particular subject or course?,I have a real talent to provide guidance to people out there in the World.
"Yes, that is true. The financial struggles affects our academic performance.","Well, I went through a similar situation when a pink-eye breakout hurt my school...."
I was able to get an internship at a local hospital where they were paying me $ per hour!,Work part-time and go to school part-time
That sounds like an excellent plan! Have you considered any other options for your education?,I suggest creating flyers and ask to be a dog walker.
Yes! It will give you more time for your studies too...,I feel that you can be great and be a good entrepreneur.....dog walking doesn't take a lot of talent
do you think i could get into the library system if i apply now or would they hire me later on after graduation?,How close in the library?
That would work perfect!,"Ok, that is good. I once worked at a library."
It was ok but not too exciting. But I learned so much about books.,I worked in a library many years.....
"Yes, very much so. It helped me get some peacefulness while reading books on my days off from work.","It was quite pleasant. And the pay was decent. Plus, I got to read and research a lot. I ended up meeting my wife at the library as well. I felt good taking the job. :)"
" Yes, please do. I think you will make an excellent librarian.  Thank you so much for all your advice. I appreciate it.",I suggest keeping an eye out for smart and sexy w=ladies who like going there.
That makes sense. Good luck with everything. Take care. Bye bye.,You can support your family by working at the library and reading up on higher paying jobs while there.
No problem. Good luck with everything. Take care. Bye.,I feel that the local libraries are great options for working and learning. I met my future wife while working at the library many moons ago.
No problem. Have a nice day.,
"Sorry to hear that you are going through this difficult time, especially with the holidays coming up! It sounds like your breakup has been very hard on you emotionally. 

It is completely normal for people in relationships to feel upset when they end, even if one person wants it more than the other. The feelings of loneliness can be","I am sorry to hear that, I can understand when we think we want something and then we change our mind but it's too late."
No you shouldn't do anything like that. It sounds like your ex-boyfriend has moved on from the relationship so if he doesn't want you back then you need to move on as well.,"nobody knows him better than you do, right now I do not think he is in a good place either since it wasn't his choice to end it, how do you think he would react if you started pressuring him?"
"I have been there myself where i did the same thing, I called my ex-boyfriend over and over until he finally answered and I went over and apologized for everything and eventually he forgave me and took me back. But sometimes people need time to cool off and figure things out on their own.","frustration and anger are common responses in situations like this, perhaps you can try a softer approach and let him know how you feel, without pressuring him into a response"
"I think the best thing for both parties involved here is to take some time apart from each other, give yourselves space to reflect on what happened and figure out where things went wrong, only after which you can re-evaluate whether or not there is anything left between you two.","you can always ask him calmly if he would like to talk, so you both have a chance to express your feelings in a safe way, with no yelling or arguing, do you think that's something he would do?"
"yes, sometimes people respond well to positive reinforcement from others, maybe you can find some mutual interests and invite him along for the fun times, as long as you keep things light hearted and friendly, there shouldn't be any issues.","nobody likes to see that one's friend is sad because of someone else, I think this is an issue that only the two of you can resolve, if he takes you back then his friends will take you back as well, but you need to make sure you want him back"
Thank you for all of your help!,what made you like someone else in the first place?
"I see, maybe you were trying to find yourself by exploring other options, which is perfectly fine, but remember there isn't anything wrong with wanting to come home, especially after realizing you miss him",was it a common thing that he didn't give you the attention you wanted?
"maybe you were looking for validation from others rather than yourself, which is very normal especially during teenage years, did you ever consider talking about these issues with him?",were you happy with him or were you happy that you were with the popular guy?
"I can understand that, maybe they had some concerns about him that you weren't aware of","it sounds to me like you liked the title more than the feeling of being with him, reflecting on your time together, would you do that again?"
"maybe you can find other ways to achieve those same feelings, such as volunteering somewhere where people look up to you, or even just spending some quality time alone doing things you love, which makes you feel good inside","popularity in my opinion, it's just an opinion (I hope I make sense) but think about how you'd like to be treated and how you want to feel when you are with someone, because at the end of the day it's your feelings and your happiness, I wish you the best of luck."
"I am sorry to hear that your friend is neglecting you. It sounds like they may be prioritizing their other friendship more than yours right now. 

It's important to remember that people change as they grow older and sometimes friendships fade away naturally. However, it can still hurt when someone doesn't make the same amount of effort towards our relationships","I am sorry for my late reply, i did not hear the chat go off."
I can understand that it is really paining you but try to be strong because things will get better with time.,Yeah i can tell you something you might not want to hear but it ended with us ending our friendship on that level
"I understand your feelings right now because i was in same situation too. But trust me when i say this, she will come back around eventually. She is just trying out her new relationship and things like that. Just give her some space and let her figure herself out.",I didnt end it but we grew apart as people do over the years. We still hang out but it isnt like it was before. People move on to others and it hurts. They usually are not trying to hurt us though.
Maybe try talking to your friend about whats going on in their life right now. Sometimes they just need someone to talk too. If you guys were closer than friends then maybe you could get through this together.,Yea it was hard for me too. Thats the thing about change it just happens. I would do something focusing on yourself. Trying to make yourself feel better.
That sounds good! Doing things for yourself will help you in your life overall. It also helps you find what makes you happy.,Everyone needs to and everyone forgets too heh
Thank you for your help!,"Good, im glad you can realize that! Some people cant"
Well good luck with everything else in your life! If there's anything else you wanna talk about or ask about please let me know.,"Great, any ideas on what you would like to focus on?"
That sounds great! Try some meditation or yoga. It helps clear your mind and relax your body. Also try journaling if you don't already do it.,"Those are great ideas actually, When i want some me time, i usually go for a nice long hike or run."
Yes exactly! And if your feeling down afterward you can always treat yourself to ice cream haha,"Yeah, it helps i think even down to a chemical level. Kinda like a great reset for our minds"
"No problem at all, thank you for chatting today! Have an awesome day!","Great, i just want you to know that your friend moving to a different person is not your fault. Its an unfortunate side of life."
"Hello, how can I help you today?",How can I help you?
What is your favorite way to relax when stressed out?,"It sounds like you are having some difficulty at school, I have definitely been there."
"That is really difficult to deal with, but don't worry about that right now! Let me give you some ideas for how to reduce your stress levels when you study.",Yes I worked a dead end job for ages when I was younger and sometimes you just feel stuck
Well firstly I started looking into other jobs which were more interesting to me personally. Secondly I tried to focus on the positives of my current role rather than dwelling on what is lacking. Thirdly I made sure I had plenty of time off work so as not to burn out. Fourthly I looked after myself by eating,I am going to be honest a little luck was involved I managed to impress a customer that came in and ended up applying at their work.
No but the experience helped me get my current job which is much better paid than what i had before.,"I would say so I am an insurance broker, it has only been a year or so but there seems to be room to move up. You can find something too"
Well if your not happy where you are then don't stay there. If you want to get into another field try looking around the area you live in see what jobs are available.,Can you give me some more details?
Have you considered looking into other fields?,That is completely understandable
I actually used LinkedIn quite a bit as well as Indeed.com,"I have you a few, there are also many ways to gain skills online that buff up your resume a bit"
"There are tons! Some examples include coding, data analysis, marketing etc.","Indeed is one of the better ones to look for jobs, honestly I would suggest looking at jobs that you normally wouldn't and see what kind of qualifications they need and see if you can get that done online."
Exactly!,"yes I think that is a great idea, look for jobs that meet your needs and figure out what you can do to look attractive to employers"
Glass door is good as well! I actually got hired through them once.,"I used it a bit, I mainly used indeed."
Yes I use linkedin all the time! I actually got offered a job through linkedin once as well.,Yes especially if you are applying for anything in a professional setting that is very important.
I took a course through Coursera once which helped me learn about business management and stuff like that.,"coursera has a lot of great courses, it really depends on what you are looking for."
"There are plenty of free resources available online as well, I know Coursera offers a lot of free classes.",Is that what you are going to school for?
"Well I know someone who went into nursing after being an engineer, she hated it but loved her time as a nurse. So don't worry about changing your mind, it happens all the time!",What year are you in? most engineering programs have a practicum and that is a great opportunity to make contacts and potentially get offered a job
"I know it can seem scary but don't worry about it, you will learn how to network once you start doing it.",Honestly you seem like you are pretty on top of this I don't think you will have any issues finding a job.
thanks!,"Yes that is fair enough, how much time do you have until your exam?"
Well I hope everything goes well!,While that is plenty of time to get some studying done:)
No problem :),Honestly I find that if you are going for the test right away I always like to just breath and relax a bit.
Exactly :),"You seem like you know what you are doing, I think you will do just fine"
No problem :),
"I'm sorry to hear that, but you will get through this! ) Take time for yourself and do things just for YOU. ) Reach out to friends or family members who can help you with your feelings. ) Try not to think about it too much. It may be hard at first, but try to focus on other things",I am so sorry for hearing that. Do you want to talk more detail about that?
I can understand your feelings and it's very normal after breakup. But try not to think too much about past things which make you unhappy now. Try to focus on future goals and work towards them.,"You seem really focus on just one person. Life is rich. Think about other important people in your life such as parents, friends"
Yes! Time heals everything. Just take care of yourself and do not think much about him. He will come back if he wants to.,"Yes of course you should take your time as long as you want and you can do it, one day you can leave all those problem"
That's great! I hope everything will go well with you soon.,"Also do exercise, yoga, workout, talk your friends, listen to music etc sort of things might help you a lot. whatever works for you, you'll try them out"
That sounds good! It will definitely make you feel better soon. Just remember you have many friends who care about you very much. They would love to hear from you anytime they could help you.,"For sure, what else we need to talk about?"
"It happens sometimes but don't worry at least he had you once, you have him now too. If not him there will always someone better than him who loves you more than him.",I feel the same way.
No problem at all! Bye bye,"Sure, is there anything that I can help you"
I have been through similar situations too. It takes time but eventually you will get over it.,"Kinda Ok, but struggling with some issues such as eating unhealthy"
"No, no one at home. But I have started going gym which helps me stay active and eat less foods","not sure, i can cook myself however the situation pushes me unhealthy choice somehow lol. Btw, it helps for your current mood, does not it? I mean we are talking about other stuffs which make you think about your problem less?"
Thanks! Have a great day ahead! Bye bye,
How can I help you today?,Hello
"I am sorry to hear that you're feeling down, what can i do for you?",I'm sorry to hear that. What has you feeling depressed?
"Yes, I understand completely. Sometimes it feels like life is never going to get better and we will always be stuck in the same rut. But sometimes things can change for us when we least expect them too. Have you tried talking about your feelings with someone close to you or even a professional counselor? They may have some good advice on how to deal with these","I understand, but just to make sure I know what is going on fully, you are depressed in general and don't know how to get through it."
